epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
24,2020-06-13,63,MS,Naviraí,5005707,city,36,65.60006,1,0,0,0.0,54878,False,False
24,2020-06-13,22,MS,Nova Alvorada do Sul,5006002,city,3,13.7099,1,0,0,0.0,21882,False,False
24,2020-06-13,75,MS,Nova Andradina,5006200,city,13,23.90849,0,0,0,0.0,54374,False,False
24,2020-06-13,3,MS,Novo Horizonte do Sul,5006259,city,5,131.09596,4,0,0,0.0,3814,False,False
24,2020-06-13,57,MS,Paraíso das Águas,5006275,city,4,72.0072,0,0,0,0.0,5555,False,False
24,2020-06-13,64,MS,Paranaíba,5006309,city,11,26.09851,1,1,0,0.0909,42148,False,False
24,2020-06-13,30,MS,Paranhos,5006358,city,1,7.02839,0,0,0,0.0,14228,False,False
24,2020-06-13,85,MS,Ponta Porã,5006606,city,50,54.03886,3,1,0,0.02,92526,False,False
24,2020-06-13,21,MS,Porto Murtinho,5006903,city,0,,0,0,0,0.0,17131,False,False
24,2020-06-13,37,MS,Ribas do Rio Pardo,5007109,city,11,44.6882,0,0,0,0.0,24615,False,False
24,2020-06-13,23,MS,Rio Brilhante,5007208,city,148,394.51938,11,1,0,0.0068,37514,False,False
24,2020-06-13,79,MS,Rio Verde de Mato Grosso,5007406,city,4,20.25727,0,0,0,0.0,19746,False,False
24,2020-06-13,36,MS,São Gabriel do Oeste,5007695,city,30,112.06156,3,0,0,0.0,26771,False,False
24,2020-06-13,57,MS,Selvíria,5007802,city,1,15.31628,0,0,0,0.0,6529,False,False
24,2020-06-13,87,MS,Sidrolândia,5007901,city,9,15.60739,0,1,0,0.1111,57665,False,False
24,2020-06-13,68,MS,Sonora,5007935,city,14,72.63671,0,0,0,0.0,19274,False,False
24,2020-06-13,32,MS,Tacuru,5007950,city,2,17.31302,0,0,0,0.0,11552,False,False
24,2020-06-13,22,MS,Taquarussu,5007976,city,1,27.87068,0,0,0,0.0,3588,False,False
24,2020-06-13,8,MS,Terenos,5008008,city,0,,0,0,0,0.0,21806,False,False
24,2020-06-13,74,MS,Três Lagoas,5008305,city,180,148.28484,10,5,0,0.0278,121388,False,False
24,2020-06-13,33,MS,Vicentina,5008404,city,50,819.40347,0,1,0,0.02,6102,False,False
24,2020-06-13,92,MS,,50,state,3433,123.53427,198,31,3,0.009,2778986,False,False
24,2020-06-12,18,MS,Água Clara,5000203,city,5,32.21234,0,0,0,0.0,15522,False,False
24,2020-06-12,74,MS,Alcinópolis,5000252,city,1,18.71608,0,0,0,0.0,5343,False,False
24,2020-06-12,34,MS,Amambai,5000609,city,6,15.22997,0,0,0,0.0,39396,False,False
24,2020-06-12,18,MS,Anastácio,5000708,city,2,7.95703,0,0,0,0.0,25135,False,False
24,2020-06-12,4,MS,Angélica,5000856,city,4,37.10575,1,0,0,0.0,10780,False,False
24,2020-06-12,10,MS,Aparecida do Taboado,5001003,city,8,31.07399,1,0,0,0.0,25745,False,False
24,2020-06-12,14,MS,Aquidauana,5001102,city,1,2.08895,1,0,0,0.0,47871,False,False
24,2020-06-12,54,MS,Bataguassu,5001904,city,11,47.77623,0,0,0,0.0,23024,False,False
24,2020-06-12,78,MS,Batayporã,5002001,city,7,61.78833,0,2,0,0.2857,11329,False,False
24,2020-06-12,36,MS,Bela Vista,5002100,city,2,8.12051,0,0,0,0.0,24629,False,False
24,2020-06-12,25,MS,Bodoquena,5002159,city,0,,0,0,0,0.0,7875,False,False
24,2020-06-12,36,MS,Bonito,5002209,city,49,222.97051,0,0,0,0.0,21976,False,False
24,2020-06-12,39,MS,Brasilândia,5002308,city,15,126.34771,0,2,0,0.1333,11872,False,False
24,2020-06-12,21,MS,Caarapó,5002407,city,5,16.57056,0,0,0,0.0,30174,False,False
24,2020-06-12,29,MS,Camapuã,5002605,city,3,21.88024,0,0,0,0.0,13711,False,False
24,2020-06-12,91,MS,Campo Grande,5002704,city,648,72.32288,40,8,0,0.0123,895982,False,False
24,2020-06-12,4,MS,Caracol,5002803,city,2,32.70111,1,0,0,0.0,6116,False,False
24,2020-06-12,69,MS,Chapadão do Sul,5002951,city,61,241.89071,12,0,0,0.0,25218,False,False
24,2020-06-12,10,MS,Corguinho,5003108,city,1,16.8152,0,0,0,0.0,5947,False,False
24,2020-06-12,67,MS,Corumbá,5003207,city,124,111.27563,3,1,0,0.0081,111435,False,False
24,2020-06-12,14,MS,Costa Rica,5003256,city,12,57.62858,2,0,0,0.0,20823,False,False
24,2020-06-12,61,MS,Coxim,5003306,city,9,26.83123,0,0,0,0.0,33543,False,False
24,2020-06-12,27,MS,Deodápolis,5003454,city,9,69.63788,0,0,0,0.0,12924,False,False
24,2020-06-12,27,MS,Douradina,5003504,city,72,1215.395,0,0,0,0.0,5924,False,False
24,2020-06-12,77,MS,Dourados,5003702,city,1034,463.7832,135,2,0,0.0019,222949,False,False
24,2020-06-12,28,MS,Fátima do Sul,5003801,city,181,943.24874,11,0,0,0.0,19189,False,False
24,2020-06-12,28,MS,Glória de Dourados,5004007,city,13,130.4566,0,0,0,0.0,9965,False,False
24,2020-06-12,39,MS,Guia Lopes da Laguna,5004106,city,242,2445.67964,0,0,0,0.0,9895,False,False
24,2020-06-12,4,MS,Iguatemi,5004304,city,3,18.65904,0,1,0,0.3333,16078,False,False
24,2020-06-12,26,MS,Itaporã,5004502,city,72,289.86674,0,2,0,0.0278,24839,False,False
24,2020-06-12,15,MS,Itaquiraí,5004601,city,3,14.18976,-1,0,0,0.0,21142,False,False
24,2020-06-12,19,MS,Ivinhema,5004700,city,11,47.44038,1,0,0,0.0,23187,False,False
24,2020-06-12,37,MS,Jardim,5005004,city,42,160.93804,5,0,0,0.0,26097,False,False
24,2020-06-12,41,MS,Jateí,5005103,city,1,24.83238,0,0,0,0.0,4027,False,False
24,2020-06-12,56,MS,Ladário,5005202,city,20,85.72286,0,0,0,0.0,23331,False,False
24,2020-06-12,11,MS,Laguna Carapã,5005251,city,0,,0,0,0,0.0,7341,False,False
24,2020-06-12,18,MS,Maracaju,5005400,city,1,2.12391,0,0,0,0.0,47083,False,False
24,2020-06-12,58,MS,Miranda,5005608,city,1,3.56977,0,0,0,0.0,28013,False,False
24,2020-06-12,57,MS,Mundo Novo,5005681,city,15,81.67266,0,0,0,0.0,18366,False,False
24,2020-06-12,62,MS,Naviraí,5005707,city,35,63.77783,3,0,0,0.0,54878,False,False
24,2020-06-12,21,MS,Nova Alvorada do Sul,5006002,city,2,9.13993,1,0,0,0.0,21882,False,False
24,2020-06-12,74,MS,Nova Andradina,5006200,city,13,23.90849,2,0,0,0.0,54374,False,False
24,2020-06-12,2,MS,Novo Horizonte do Sul,5006259,city,1,26.21919,0,0,0,0.0,3814,False,False
24,2020-06-12,56,MS,Paraíso das Águas,5006275,city,4,72.0072,1,0,0,0.0,5555,False,False
24,2020-06-12,63,MS,Paranaíba,5006309,city,10,23.72592,0,1,0,0.1,42148,False,False
24,2020-06-12,29,MS,Paranhos,5006358,city,1,7.02839,0,0,0,0.0,14228,False,False
24,2020-06-12,84,MS,Ponta Porã,5006606,city,47,50.79653,0,1,0,0.0213,92526,False,False
24,2020-06-12,20,MS,Porto Murtinho,5006903,city,0,,0,0,0,0.0,17131,False,False
24,2020-06-12,36,MS,Ribas do Rio Pardo,5007109,city,11,44.6882,0,0,0,0.0,24615,False,False
24,2020-06-12,22,MS,Rio Brilhante,5007208,city,137,365.19699,6,1,0,0.0073,37514,False,False
24,2020-06-12,78,MS,Rio Verde de Mato Grosso,5007406,city,4,20.25727,0,0,0,0.0,19746,False,False
24,2020-06-12,35,MS,São Gabriel do Oeste,5007695,city,27,100.8554,4,0,0,0.0,26771,False,False
24,2020-06-12,56,MS,Selvíria,5007802,city,1,15.31628,0,0,0,0.0,6529,False,False
24,2020-06-12,86,MS,Sidrolândia,5007901,city,9,15.60739,1,1,0,0.1111,57665,False,False
24,2020-06-12,67,MS,Sonora,5007935,city,14,72.63671,0,0,0,0.0,19274,False,False
24,2020-06-12,31,MS,Tacuru,5007950,city,2,17.31302,0,0,0,0.0,11552,False,False
24,2020-06-12,21,MS,Taquarussu,5007976,city,1,27.87068,0,0,0,0.0,3588,False,False
24,2020-06-12,7,MS,Terenos,5008008,city,0,,0,0,0,0.0,21806,False,False
24,2020-06-12,73,MS,Três Lagoas,5008305,city,170,140.04679,3,5,0,0.0294,121388,False,False
24,2020-06-12,32,MS,Vicentina,5008404,city,50,819.40347,1,1,0,0.02,6102,False,False
24,2020-06-12,91,MS,,50,state,3235,116.40937,234,28,0,0.0087,2778986,False,False
24,2020-06-11,17,MS,Água Clara,5000203,city,5,32.21234,0,0,0,0.0,15522,False,False
24,2020-06-11,73,MS,Alcinópolis,5000252,city,1,18.71608,0,0,0,0.0,5343,False,False
24,2020-06-11,33,MS,Amambai,5000609,city,6,15.22997,0,0,0,0.0,39396,False,False
24,2020-06-11,17,MS,Anastácio,5000708,city,2,7.95703,0,0,0,0.0,25135,False,False
24,2020-06-11,3,MS,Angélica,5000856,city,3,27.82931,2,0,0,0.0,10780,False,False
24,2020-06-11,9,MS,Aparecida do Taboado,5001003,city,7,27.18975,0,0,0,0.0,25745,False,False
24,2020-06-11,13,MS,Aquidauana,5001102,city,0,,0,0,0,0.0,47871,False,False
24,2020-06-11,53,MS,Bataguassu,5001904,city,11,47.77623,0,0,0,0.0,23024,False,False
24,2020-06-11,77,MS,Batayporã,5002001,city,7,61.78833,0,2,0,0.2857,11329,False,False
24,2020-06-11,35,MS,Bela Vista,5002100,city,2,8.12051,0,0,0,0.0,24629,False,False
24,2020-06-11,24,MS,Bodoquena,5002159,city,0,,0,0,0,0.0,7875,False,False
24,2020-06-11,35,MS,Bonito,5002209,city,49,222.97051,0,0,0,0.0,21976,False,False
24,2020-06-11,38,MS,Brasilândia,5002308,city,15,126.34771,0,2,0,0.1333,11872,False,False
24,2020-06-11,20,MS,Caarapó,5002407,city,5,16.57056,-1,0,0,0.0,30174,False,False
24,2020-06-11,28,MS,Camapuã,5002605,city,3,21.88024,0,0,0,0.0,13711,False,False
24,2020-06-11,90,MS,Campo Grande,5002704,city,608,67.85851,48,8,0,0.0132,895982,False,False
24,2020-06-11,3,MS,Caracol,5002803,city,1,16.35056,0,0,0,0.0,6116,False,False
24,2020-06-11,68,MS,Chapadão do Sul,5002951,city,49,194.30565,3,0,0,0.0,25218,False,False
24,2020-06-11,9,MS,Corguinho,5003108,city,1,16.8152,0,0,0,0.0,5947,False,False
24,2020-06-11,66,MS,Corumbá,5003207,city,121,108.58348,17,1,1,0.0083,111435,False,False
24,2020-06-11,13,MS,Costa Rica,5003256,city,10,48.02382,0,0,0,0.0,20823,False,False
24,2020-06-11,60,MS,Coxim,5003306,city,9,26.83123,0,0,0,0.0,33543,False,False
24,2020-06-11,26,MS,Deodápolis,5003454,city,9,69.63788,2,0,0,0.0,12924,False,False
24,2020-06-11,26,MS,Douradina,5003504,city,72,1215.395,0,0,0,0.0,5924,False,False
24,2020-06-11,76,MS,Dourados,5003702,city,899,403.23123,50,2,0,0.0022,222949,False,False
24,2020-06-11,27,MS,Fátima do Sul,5003801,city,170,885.92423,2,0,0,0.0,19189,False,False
24,2020-06-11,27,MS,Glória de Dourados,5004007,city,13,130.4566,1,0,0,0.0,9965,False,False
24,2020-06-11,38,MS,Guia Lopes da Laguna,5004106,city,242,2445.67964,0,0,0,0.0,9895,False,False
24,2020-06-11,3,MS,Iguatemi,5004304,city,3,18.65904,2,1,0,0.3333,16078,False,False
24,2020-06-11,25,MS,Itaporã,5004502,city,72,289.86674,0,2,0,0.0278,24839,False,False
24,2020-06-11,14,MS,Itaquiraí,5004601,city,4,18.91969,2,0,0,0.0,21142,False,False
24,2020-06-11,18,MS,Ivinhema,5004700,city,10,43.12761,0,0,0,0.0,23187,False,False
24,2020-06-11,36,MS,Jardim,5005004,city,37,141.77875,0,0,0,0.0,26097,False,False
24,2020-06-11,40,MS,Jateí,5005103,city,1,24.83238,0,0,0,0.0,4027,False,False
24,2020-06-11,55,MS,Ladário,5005202,city,20,85.72286,0,0,0,0.0,23331,False,False
24,2020-06-11,10,MS,Laguna Carapã,5005251,city,0,,0,0,0,0.0,7341,False,False
24,2020-06-11,17,MS,Maracaju,5005400,city,1,2.12391,0,0,0,0.0,47083,False,False
24,2020-06-11,57,MS,Miranda,5005608,city,1,3.56977,0,0,0,0.0,28013,False,False
24,2020-06-11,56,MS,Mundo Novo,5005681,city,15,81.67266,1,0,0,0.0,18366,False,False
24,2020-06-11,61,MS,Naviraí,5005707,city,32,58.31116,2,0,0,0.0,54878,False,False
24,2020-06-11,20,MS,Nova Alvorada do Sul,5006002,city,1,4.56997,0,0,0,0.0,21882,False,False
24,2020-06-11,73,MS,Nova Andradina,5006200,city,11,20.23026,0,0,0,0.0,54374,False,False
24,2020-06-11,1,MS,Novo Horizonte do Sul,5006259,city,1,26.21919,1,0,0,0.0,3814,False,False
24,2020-06-11,55,MS,Paraíso das Águas,5006275,city,3,54.0054,0,0,0,0.0,5555,False,False
24,2020-06-11,62,MS,Paranaíba,5006309,city,10,23.72592,0,1,0,0.1,42148,False,False
24,2020-06-11,28,MS,Paranhos,5006358,city,1,7.02839,0,0,0,0.0,14228,False,False
24,2020-06-11,83,MS,Ponta Porã,5006606,city,47,50.79653,-2,1,1,0.0213,92526,False,False
24,2020-06-11,19,MS,Porto Murtinho,5006903,city,0,,0,0,0,0.0,17131,False,False
24,2020-06-11,35,MS,Ribas do Rio Pardo,5007109,city,11,44.6882,0,0,0,0.0,24615,False,False
24,2020-06-11,21,MS,Rio Brilhante,5007208,city,131,349.20296,13,1,0,0.0076,37514,False,False
24,2020-06-11,77,MS,Rio Verde de Mato Grosso,5007406,city,4,20.25727,0,0,0,0.0,19746,False,False
24,2020-06-11,34,MS,São Gabriel do Oeste,5007695,city,23,85.91386,2,0,0,0.0,26771,False,False
24,2020-06-11,55,MS,Selvíria,5007802,city,1,15.31628,0,0,0,0.0,6529,False,False
24,2020-06-11,85,MS,Sidrolândia,5007901,city,8,13.87323,2,1,1,0.125,57665,False,False
24,2020-06-11,66,MS,Sonora,5007935,city,14,72.63671,0,0,0,0.0,19274,False,False
24,2020-06-11,30,MS,Tacuru,5007950,city,2,17.31302,0,0,0,0.0,11552,False,False
24,2020-06-11,20,MS,Taquarussu,5007976,city,1,27.87068,0,0,0,0.0,3588,False,False
24,2020-06-11,6,MS,Terenos,5008008,city,0,,0,0,0,0.0,21806,False,False
24,2020-06-11,72,MS,Três Lagoas,5008305,city,167,137.57538,1,5,0,0.0299,121388,False,False
24,2020-06-11,31,MS,Vicentina,5008404,city,49,803.0154,0,1,0,0.0204,6102,False,False
24,2020-06-11,90,MS,,50,state,3001,107.98903,148,28,3,0.0093,2778986,False,False
24,2020-06-10,16,MS,Água Clara,5000203,city,5,32.21234,0,0,0,0.0,15522,False,False
24,2020-06-10,72,MS,Alcinópolis,5000252,city,1,18.71608,0,0,0,0.0,5343,False,False
24,2020-06-10,32,MS,Amambai,5000609,city,6,15.22997,0,0,0,0.0,39396,False,False
24,2020-06-10,16,MS,Anastácio,5000708,city,2,7.95703,0,0,0,0.0,25135,False,False
24,2020-06-10,2,MS,Angélica,5000856,city,1,9.27644,0,0,0,0.0,10780,False,False
24,2020-06-10,8,MS,Aparecida do Taboado,5001003,city,7,27.18975,2,0,0,0.0,25745,False,False
24,2020-06-10,12,MS,Aquidauana,5001102,city,0,,0,0,0,0.0,47871,False,False
24,2020-06-10,52,MS,Bataguassu,5001904,city,11,47.77623,0,0,0,0.0,23024,False,False
24,2020-06-10,76,MS,Batayporã,5002001,city,7,61.78833,1,2,0,0.2857,11329,False,False
24,2020-06-10,34,MS,Bela Vista,5002100,city,2,8.12051,0,0,0,0.0,24629,False,False
24,2020-06-10,23,MS,Bodoquena,5002159,city,0,,0,0,0,0.0,7875,False,False
24,2020-06-10,34,MS,Bonito,5002209,city,49,222.97051,-1,0,0,0.0,21976,False,False
24,2020-06-10,37,MS,Brasilândia,5002308,city,15,126.34771,-2,2,0,0.1333,11872,False,False
24,2020-06-10,19,MS,Caarapó,5002407,city,6,19.88467,0,0,0,0.0,30174,False,False
24,2020-06-10,27,MS,Camapuã,5002605,city,3,21.88024,0,0,0,0.0,13711,False,False
24,2020-06-10,89,MS,Campo Grande,5002704,city,560,62.50126,126,8,0,0.0143,895982,False,False
24,2020-06-10,2,MS,Caracol,5002803,city,1,16.35056,0,0,0,0.0,6116,False,False
24,2020-06-10,67,MS,Chapadão do Sul,5002951,city,46,182.40939,2,0,0,0.0,25218,False,False
24,2020-06-10,8,MS,Corguinho,5003108,city,1,16.8152,0,0,0,0.0,5947,False,False
24,2020-06-10,65,MS,Corumbá,5003207,city,104,93.32795,9,0,0,0.0,111435,False,False
24,2020-06-10,12,MS,Costa Rica,5003256,city,10,48.02382,3,0,0,0.0,20823,False,False
24,2020-06-10,59,MS,Coxim,5003306,city,9,26.83123,1,0,0,0.0,33543,False,False
24,2020-06-10,25,MS,Deodápolis,5003454,city,7,54.1628,1,0,0,0.0,12924,False,False
24,2020-06-10,25,MS,Douradina,5003504,city,72,1215.395,0,0,0,0.0,5924,False,False
24,2020-06-10,75,MS,Dourados,5003702,city,849,380.80458,93,2,0,0.0024,222949,False,False
24,2020-06-10,26,MS,Fátima do Sul,5003801,city,168,875.50159,-3,0,0,0.0,19189,False,False
24,2020-06-10,26,MS,Glória de Dourados,5004007,city,12,120.42148,-1,0,0,0.0,9965,False,False
24,2020-06-10,37,MS,Guia Lopes da Laguna,5004106,city,242,2445.67964,-1,0,0,0.0,9895,False,False
24,2020-06-10,2,MS,Iguatemi,5004304,city,1,6.21968,0,1,0,1.0,16078,False,False
24,2020-06-10,24,MS,Itaporã,5004502,city,72,289.86674,4,2,0,0.0278,24839,False,False
24,2020-06-10,13,MS,Itaquiraí,5004601,city,2,9.45984,1,0,0,0.0,21142,False,False
24,2020-06-10,17,MS,Ivinhema,5004700,city,10,43.12761,3,0,0,0.0,23187,False,False
24,2020-06-10,35,MS,Jardim,5005004,city,37,141.77875,-1,0,0,0.0,26097,False,False
24,2020-06-10,39,MS,Jateí,5005103,city,1,24.83238,0,0,0,0.0,4027,False,False
24,2020-06-10,54,MS,Ladário,5005202,city,20,85.72286,0,0,0,0.0,23331,False,False
24,2020-06-10,9,MS,Laguna Carapã,5005251,city,0,,0,0,0,0.0,7341,False,False
24,2020-06-10,16,MS,Maracaju,5005400,city,1,2.12391,0,0,0,0.0,47083,False,False
24,2020-06-10,56,MS,Miranda,5005608,city,1,3.56977,0,0,0,0.0,28013,False,False
24,2020-06-10,55,MS,Mundo Novo,5005681,city,14,76.22781,2,0,0,0.0,18366,False,False
24,2020-06-10,60,MS,Naviraí,5005707,city,30,54.66672,1,0,0,0.0,54878,False,False
24,2020-06-10,19,MS,Nova Alvorada do Sul,5006002,city,1,4.56997,0,0,0,0.0,21882,False,False
24,2020-06-10,72,MS,Nova Andradina,5006200,city,11,20.23026,0,0,0,0.0,54374,False,False
24,2020-06-10,54,MS,Paraíso das Águas,5006275,city,3,54.0054,0,0,0,0.0,5555,False,False
24,2020-06-10,61,MS,Paranaíba,5006309,city,10,23.72592,1,1,0,0.1,42148,False,False
24,2020-06-10,27,MS,Paranhos,5006358,city,1,7.02839,0,0,0,0.0,14228,False,False
24,2020-06-10,82,MS,Ponta Porã,5006606,city,49,52.95809,6,0,0,0.0,92526,False,False
24,2020-06-10,18,MS,Porto Murtinho,5006903,city,0,,0,0,0,0.0,17131,False,False
24,2020-06-10,34,MS,Ribas do Rio Pardo,5007109,city,11,44.6882,0,0,0,0.0,24615,False,False
24,2020-06-10,20,MS,Rio Brilhante,5007208,city,118,314.54923,1,1,1,0.0085,37514,False,False
24,2020-06-10,76,MS,Rio Verde de Mato Grosso,5007406,city,4,20.25727,3,0,0,0.0,19746,False,False
24,2020-06-10,33,MS,São Gabriel do Oeste,5007695,city,21,78.44309,4,0,0,0.0,26771,False,False
24,2020-06-10,54,MS,Selvíria,5007802,city,1,15.31628,0,0,0,0.0,6529,False,False
24,2020-06-10,84,MS,Sidrolândia,5007901,city,6,10.40492,1,0,0,0.0,57665,False,False
24,2020-06-10,65,MS,Sonora,5007935,city,14,72.63671,0,0,0,0.0,19274,False,False
24,2020-06-10,29,MS,Tacuru,5007950,city,2,17.31302,0,0,0,0.0,11552,False,False
24,2020-06-10,19,MS,Taquarussu,5007976,city,1,27.87068,0,0,0,0.0,3588,False,False
24,2020-06-10,5,MS,Terenos,5008008,city,0,,0,0,0,0.0,21806,False,False
24,2020-06-10,71,MS,Três Lagoas,5008305,city,166,136.75157,0,5,0,0.0301,121388,False,False
24,2020-06-10,30,MS,Vicentina,5008404,city,49,803.0154,0,1,0,0.0204,6102,False,False
24,2020-06-10,89,MS,,50,state,2853,102.66335,256,25,1,0.0088,2778986,False,False
24,2020-06-09,15,MS,Água Clara,5000203,city,5,32.21234,0,0,0,0.0,15522,False,False
24,2020-06-09,71,MS,Alcinópolis,5000252,city,1,18.71608,0,0,0,0.0,5343,False,False
24,2020-06-09,31,MS,Amambai,5000609,city,6,15.22997,0,0,0,0.0,39396,False,False
24,2020-06-09,15,MS,Anastácio,5000708,city,2,7.95703,0,0,0,0.0,25135,False,False
24,2020-06-09,1,MS,Angélica,5000856,city,1,9.27644,1,0,0,0.0,10780,False,False
24,2020-06-09,7,MS,Aparecida do Taboado,5001003,city,5,19.42125,0,0,0,0.0,25745,False,False
24,2020-06-09,11,MS,Aquidauana,5001102,city,0,,-1,0,0,0.0,47871,False,False
24,2020-06-09,51,MS,Bataguassu,5001904,city,11,47.77623,0,0,0,0.0,23024,False,False
24,2020-06-09,75,MS,Batayporã,5002001,city,6,52.96143,0,2,0,0.3333,11329,False,False
24,2020-06-09,33,MS,Bela Vista,5002100,city,2,8.12051,0,0,0,0.0,24629,False,False
24,2020-06-09,22,MS,Bodoquena,5002159,city,0,,0,0,0,0.0,7875,False,False
24,2020-06-09,33,MS,Bonito,5002209,city,50,227.52093,1,0,0,0.0,21976,False,False
24,2020-06-09,36,MS,Brasilândia,5002308,city,17,143.19407,0,2,0,0.1176,11872,False,False
24,2020-06-09,18,MS,Caarapó,5002407,city,6,19.88467,2,0,0,0.0,30174,False,False
24,2020-06-09,26,MS,Camapuã,5002605,city,3,21.88024,0,0,0,0.0,13711,False,False
24,2020-06-09,88,MS,Campo Grande,5002704,city,434,48.43847,12,8,0,0.0184,895982,False,False
24,2020-06-09,1,MS,Caracol,5002803,city,1,16.35056,1,0,0,0.0,6116,False,False
24,2020-06-09,66,MS,Chapadão do Sul,5002951,city,44,174.47855,8,0,0,0.0,25218,False,False
24,2020-06-09,7,MS,Corguinho,5003108,city,1,16.8152,0,0,0,0.0,5947,False,False
24,2020-06-09,64,MS,Corumbá,5003207,city,95,85.25149,6,0,0,0.0,111435,False,False
24,2020-06-09,11,MS,Costa Rica,5003256,city,7,33.61667,0,0,0,0.0,20823,False,False
24,2020-06-09,58,MS,Coxim,5003306,city,8,23.84998,0,0,0,0.0,33543,False,False
24,2020-06-09,24,MS,Deodápolis,5003454,city,6,46.42526,0,0,0,0.0,12924,False,False
24,2020-06-09,24,MS,Douradina,5003504,city,72,1215.395,0,0,0,0.0,5924,False,False
24,2020-06-09,74,MS,Dourados,5003702,city,756,339.091,82,2,0,0.0026,222949,False,False
24,2020-06-09,25,MS,Fátima do Sul,5003801,city,171,891.13555,4,0,0,0.0,19189,False,False
24,2020-06-09,25,MS,Glória de Dourados,5004007,city,13,130.4566,0,0,0,0.0,9965,False,False
24,2020-06-09,36,MS,Guia Lopes da Laguna,5004106,city,243,2455.78575,-2,0,0,0.0,9895,False,False
24,2020-06-09,1,MS,Iguatemi,5004304,city,1,6.21968,1,1,1,1.0,16078,False,False
24,2020-06-09,23,MS,Itaporã,5004502,city,68,273.76303,1,2,1,0.0294,24839,False,False
24,2020-06-09,12,MS,Itaquiraí,5004601,city,1,4.72992,0,0,0,0.0,21142,False,False
24,2020-06-09,16,MS,Ivinhema,5004700,city,7,30.18933,0,0,0,0.0,23187,False,False
24,2020-06-09,34,MS,Jardim,5005004,city,38,145.61061,0,0,0,0.0,26097,False,False
24,2020-06-09,38,MS,Jateí,5005103,city,1,24.83238,0,0,0,0.0,4027,False,False
24,2020-06-09,53,MS,Ladário,5005202,city,20,85.72286,1,0,0,0.0,23331,False,False
24,2020-06-09,8,MS,Laguna Carapã,5005251,city,0,,0,0,0,0.0,7341,False,False
24,2020-06-09,15,MS,Maracaju,5005400,city,1,2.12391,0,0,0,0.0,47083,False,False
24,2020-06-09,55,MS,Miranda,5005608,city,1,3.56977,0,0,0,0.0,28013,False,False
24,2020-06-09,54,MS,Mundo Novo,5005681,city,12,65.33812,1,0,0,0.0,18366,False,False
24,2020-06-09,59,MS,Naviraí,5005707,city,29,52.84449,2,0,0,0.0,54878,False,False
24,2020-06-09,18,MS,Nova Alvorada do Sul,5006002,city,1,4.56997,0,0,0,0.0,21882,False,False
24,2020-06-09,71,MS,Nova Andradina,5006200,city,11,20.23026,0,0,0,0.0,54374,False,False
24,2020-06-09,53,MS,Paraíso das Águas,5006275,city,3,54.0054,0,0,0,0.0,5555,False,False
24,2020-06-09,60,MS,Paranaíba,5006309,city,9,21.35333,0,1,0,0.1111,42148,False,False
24,2020-06-09,26,MS,Paranhos,5006358,city,1,7.02839,0,0,0,0.0,14228,False,False
24,2020-06-09,81,MS,Ponta Porã,5006606,city,43,46.47342,3,0,0,0.0,92526,False,False
24,2020-06-09,17,MS,Porto Murtinho,5006903,city,0,,0,0,0,0.0,17131,False,False
24,2020-06-09,33,MS,Ribas do Rio Pardo,5007109,city,11,44.6882,0,0,0,0.0,24615,False,False
24,2020-06-09,19,MS,Rio Brilhante,5007208,city,117,311.88356,11,0,0,0.0,37514,False,False
24,2020-06-09,75,MS,Rio Verde de Mato Grosso,5007406,city,1,5.06432,0,0,0,0.0,19746,False,False
24,2020-06-09,32,MS,São Gabriel do Oeste,5007695,city,17,63.50155,5,0,0,0.0,26771,False,False
24,2020-06-09,53,MS,Selvíria,5007802,city,1,15.31628,0,0,0,0.0,6529,False,False
24,2020-06-09,83,MS,Sidrolândia,5007901,city,5,8.67077,0,0,0,0.0,57665,False,False
24,2020-06-09,64,MS,Sonora,5007935,city,14,72.63671,0,0,0,0.0,19274,False,False
24,2020-06-09,28,MS,Tacuru,5007950,city,2,17.31302,0,0,0,0.0,11552,False,False
24,2020-06-09,18,MS,Taquarussu,5007976,city,1,27.87068,0,0,0,0.0,3588,False,False
24,2020-06-09,4,MS,Terenos,5008008,city,0,,0,0,0,0.0,21806,False,False
24,2020-06-09,70,MS,Três Lagoas,5008305,city,166,136.75157,2,5,0,0.0301,121388,False,False
24,2020-06-09,29,MS,Vicentina,5008404,city,49,803.0154,1,1,0,0.0204,6102,False,False
24,2020-06-09,88,MS,,50,state,2597,93.45135,142,24,2,0.0092,2778986,False,False
24,2020-06-08,14,MS,Água Clara,5000203,city,5,32.21234,0,0,0,0.0,15522,False,False
24,2020-06-08,70,MS,Alcinópolis,5000252,city,1,18.71608,0,0,0,0.0,5343,False,False
24,2020-06-08,30,MS,Amambai,5000609,city,6,15.22997,0,0,0,0.0,39396,False,False
24,2020-06-08,14,MS,Anastácio,5000708,city,2,7.95703,1,0,0,0.0,25135,False,False
24,2020-06-08,6,MS,Aparecida do Taboado,5001003,city,5,19.42125,3,0,0,0.0,25745,False,False
24,2020-06-08,10,MS,Aquidauana,5001102,city,1,2.08895,0,0,0,0.0,47871,False,False
24,2020-06-08,50,MS,Bataguassu,5001904,city,11,47.77623,0,0,0,0.0,23024,False,False
